index,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist,song_name,cluster
794,0.612,0.862,8,-2.903,1,0.037,0.041,0.0,0.0907,0.354,123.849,audio_features,4laAKIq9ZxBCwf99rauPYb,spotify:track:4laAKIq9ZxBCwf99rauPYb,https://api.spotify.com/v1/tracks/4laAKIq9ZxBCwf99rauPYb,https://api.spotify.com/v1/audio-analysis/4laAKIq9ZxBCwf99rauPYb,160766,4,Becky Hill & David Guetta,Remember,2
796,0.736,0.531,6,-6.542,1,0.0826,0.109,0.000926,0.107,0.753,122.957,audio_features,3DWOrtHvdwpv0nmzEoJikH,spotify:track:3DWOrtHvdwpv0nmzEoJikH,https://api.spotify.com/v1/tracks/3DWOrtHvdwpv0nmzEoJikH,https://api.spotify.com/v1/audio-analysis/3DWOrtHvdwpv0nmzEoJikH,129445,4,Robin M & Dantae The Kid,Moment,2
797,0.688,0.725,2,-7.831,1,0.0456,0.0206,9.18e-06,0.0859,0.224,104.018,audio_features,282R6Lvm9nLtpx8AzUwJe0,spotify:track:282R6Lvm9nLtpx8AzUwJe0,https://api.spotify.com/v1/tracks/282R6Lvm9nLtpx8AzUwJe0,https://api.spotify.com/v1/audio-analysis/282R6Lvm9nLtpx8AzUwJe0,163390,4,DJ Snake & Rick Ross & Rich Brian,Run It (feat. Rick Ross & Rich Brian),6
798,0.633,0.866,1,-3.694,1,0.149,0.0246,0.001,0.0904,0.161,95.059,audio_features,0qLCGr3tEqsvk5FfHU2XqV,spotify:track:0qLCGr3tEqsvk5FfHU2XqV,https://api.spotify.com/v1/tracks/0qLCGr3tEqsvk5FfHU2XqV,https://api.spotify.com/v1/audio-analysis/0qLCGr3tEqsvk5FfHU2XqV,166737,4,Don Diablo & Galantis,Tears For Later,6
799,0.81,0.817,8,-5.327,1,0.0902,0.071,1.82e-06,0.0488,0.267,125.989,audio_features,7sXfnVRtIuohi0PQiyDVV8,spotify:track:7sXfnVRtIuohi0PQiyDVV8,https://api.spotify.com/v1/tracks/7sXfnVRtIuohi0PQiyDVV8,https://api.spotify.com/v1/audio-analysis/7sXfnVRtIuohi0PQiyDVV8,156190,4,BODYWORX & MOTi,No Pain No Gain,2
800,0.838,0.711,0,-5.487,1,0.0855,0.0251,0.769,0.0961,0.291,123.985,audio_features,5OJbBrGPY4scEGwMysuyLb,spotify:track:5OJbBrGPY4scEGwMysuyLb,https://api.spotify.com/v1/tracks/5OJbBrGPY4scEGwMysuyLb,https://api.spotify.com/v1/audio-analysis/5OJbBrGPY4scEGwMysuyLb,147976,4,KVSH & Schillist,Sicko Drop,6
801,0.725,0.794,7,-2.421,0,0.0699,0.305,0.0,0.106,0.754,123.964,audio_features,54zJ1SxDe0CQhWRij7E0no,spotify:track:54zJ1SxDe0CQhWRij7E0no,https://api.spotify.com/v1/tracks/54zJ1SxDe0CQhWRij7E0no,https://api.spotify.com/v1/audio-analysis/54zJ1SxDe0CQhWRij7E0no,214560,4,Becky Hill,Last Time,2
803,0.833,0.639,0,-3.825,0,0.0881,0.0392,4.24e-05,0.162,0.653,146.996,audio_features,3srQQxcIZO3PxtOJ83BmDM,spotify:track:3srQQxcIZO3PxtOJ83BmDM,https://api.spotify.com/v1/tracks/3srQQxcIZO3PxtOJ83BmDM,https://api.spotify.com/v1/audio-analysis/3srQQxcIZO3PxtOJ83BmDM,164898,4,TroyBoi & Healthy Chill,Favorite,1
804,0.737,0.681,10,-10.063,0,0.0536,0.0401,0.0011,0.31,0.799,124.023,audio_features,6VfKN3j3Cqb7nMWZPIX3bJ,spotify:track:6VfKN3j3Cqb7nMWZPIX3bJ,https://api.spotify.com/v1/tracks/6VfKN3j3Cqb7nMWZPIX3bJ,https://api.spotify.com/v1/audio-analysis/6VfKN3j3Cqb7nMWZPIX3bJ,210001,4,Tchami & Gunna,Praise (feat. Gunna),2
805,0.468,0.903,4,-5.026,0,0.101,0.00421,0.0,0.365,0.366,76.101,audio_features,0Kaai4pEUw3hmnVHW3R5IW,spotify:track:0Kaai4pEUw3hmnVHW3R5IW,https://api.spotify.com/v1/tracks/0Kaai4pEUw3hmnVHW3R5IW,https://api.spotify.com/v1/audio-analysis/0Kaai4pEUw3hmnVHW3R5IW,232105,4,Cheat Codes & blackbear & PRINCE$$ ROSIE & Trippie Redd & NGHTMRE,"No Service In The Hills (feat. Trippie Redd, Blackbear, PRINCE$$ ROSIE) - NGHTMRE Remix",6
806,0.746,0.576,11,-4.796,0,0.0345,0.0204,0.0811,0.0959,0.0769,123.036,audio_features,5QUbOFOkbDlt4ZY7bdL4Am,spotify:track:5QUbOFOkbDlt4ZY7bdL4Am,https://api.spotify.com/v1/tracks/5QUbOFOkbDlt4ZY7bdL4Am,https://api.spotify.com/v1/audio-analysis/5QUbOFOkbDlt4ZY7bdL4Am,173951,4,ZHU & 24kGoldn,I Admit It (feat. 24kGoldn),2
807,0.742,0.873,11,-5.792,0,0.058,0.0355,0.00017,0.217,0.557,123.016,audio_features,1x05gL9CMLZte5ZizwDGZM,spotify:track:1x05gL9CMLZte5ZizwDGZM,https://api.spotify.com/v1/tracks/1x05gL9CMLZte5ZizwDGZM,https://api.spotify.com/v1/audio-analysis/1x05gL9CMLZte5ZizwDGZM,146347,4,Anabel Englund & NERVO,Picture Us - NERVO Remix,2
809,0.693,0.689,5,-5.49,1,0.077,0.103,0.0,0.111,0.4,102.035,audio_features,6M0RLlETmRWBLRkuwohvE5,spotify:track:6M0RLlETmRWBLRkuwohvE5,https://api.spotify.com/v1/tracks/6M0RLlETmRWBLRkuwohvE5,https://api.spotify.com/v1/audio-analysis/6M0RLlETmRWBLRkuwohvE5,190588,4,Don Diablo & Ty Dolla $ign,Too Much To Ask,6
810,0.733,0.96,7,-3.597,1,0.0295,0.0514,0.00199,0.287,0.811,124.01,audio_features,0vR2rIVORmgeKiGIgNT0fV,spotify:track:0vR2rIVORmgeKiGIgNT0fV,https://api.spotify.com/v1/tracks/0vR2rIVORmgeKiGIgNT0fV,https://api.spotify.com/v1/audio-analysis/0vR2rIVORmgeKiGIgNT0fV,189672,4,Calvin Harris & Tom Grennan,By Your Side (feat. Tom Grennan),2
811,0.677,0.631,3,-6.876,0,0.0603,0.168,0.216,0.0842,0.543,123.999,audio_features,5Q8uxf5IIGcvB18tRXu0Rp,spotify:track:5Q8uxf5IIGcvB18tRXu0Rp,https://api.spotify.com/v1/tracks/5Q8uxf5IIGcvB18tRXu0Rp,https://api.spotify.com/v1/audio-analysis/5Q8uxf5IIGcvB18tRXu0Rp,166452,4,Alok & Daniel Blume,Rapture,6
812,0.444,0.719,1,-3.513,0,0.0666,0.122,5.3e-06,0.115,0.159,149.941,audio_features,7hCZVX8ogwzgszIKtkD6Bv,spotify:track:7hCZVX8ogwzgszIKtkD6Bv,https://api.spotify.com/v1/tracks/7hCZVX8ogwzgszIKtkD6Bv,https://api.spotify.com/v1/audio-analysis/7hCZVX8ogwzgszIKtkD6Bv,272000,4,Jason Ross & Blanke & Chandler Leighton,One More Day (with Chandler Leighton),6
813,0.676,0.9,6,-6.469,1,0.0881,0.0105,0.0136,0.0942,0.482,122.984,audio_features,4NPkQtN5w0T4ju8T6mYVsJ,spotify:track:4NPkQtN5w0T4ju8T6mYVsJ,https://api.spotify.com/v1/tracks/4NPkQtN5w0T4ju8T6mYVsJ,https://api.spotify.com/v1/audio-analysis/4NPkQtN5w0T4ju8T6mYVsJ,167846,4,KREAM,Take Control,2
814,0.731,0.742,0,-9.151,1,0.0986,0.363,0.205,0.17,0.224,130.067,audio_features,2OlXEjn4FufYIVL9KC1FHO,spotify:track:2OlXEjn4FufYIVL9KC1FHO,https://api.spotify.com/v1/tracks/2OlXEjn4FufYIVL9KC1FHO,https://api.spotify.com/v1/audio-analysis/2OlXEjn4FufYIVL9KC1FHO,133846,4,Doja Cat & DJ Sliink,Streets - DJ Sliink Remix,6
816,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,audio_features,5QO79kh1waicV47BqGRL3g,spotify:track:5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/tracks/5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/audio-analysis/5QO79kh1waicV47BqGRL3g,215627,4,The Weeknd,Save Your Tears,1
817,0.691,0.661,2,-3.263,1,0.0348,0.00222,0.0258,0.207,0.635,126.021,audio_features,0KJAVizRhvcLNd2f8QxhdI,spotify:track:0KJAVizRhvcLNd2f8QxhdI,https://api.spotify.com/v1/tracks/0KJAVizRhvcLNd2f8QxhdI,https://api.spotify.com/v1/audio-analysis/0KJAVizRhvcLNd2f8QxhdI,215238,4,BIJOU & SPLASHWOE,Chop It Up,1
819,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,audio_features,1XXimziG1uhM0eDNCZCrUl,spotify:track:1XXimziG1uhM0eDNCZCrUl,https://api.spotify.com/v1/tracks/1XXimziG1uhM0eDNCZCrUl,https://api.spotify.com/v1/audio-analysis/1XXimziG1uhM0eDNCZCrUl,156945,4,Cardi B,Up,3
820,0.366,0.802,5,-6.695,1,0.0357,0.0228,0.644,0.248,0.23,123.889,audio_features,0yjxW8s0Uuk9uKi0Nh9B7T,spotify:track:0yjxW8s0Uuk9uKi0Nh9B7T,https://api.spotify.com/v1/tracks/0yjxW8s0Uuk9uKi0Nh9B7T,https://api.spotify.com/v1/audio-analysis/0yjxW8s0Uuk9uKi0Nh9B7T,230319,4,Lane 8 & Kasablanca,Run,6
821,0.653,0.946,5,-3.757,0,0.0556,0.00812,0.000207,0.126,0.653,125.966,audio_features,4RgDgaohkG08f630ZT9QKc,spotify:track:4RgDgaohkG08f630ZT9QKc,https://api.spotify.com/v1/tracks/4RgDgaohkG08f630ZT9QKc,https://api.spotify.com/v1/audio-analysis/4RgDgaohkG08f630ZT9QKc,165714,4,Loud Luxury & Brando & Dzeko,Body - Dzeko Remix,1
824,0.639,0.925,6,-5.408,0,0.036,0.000435,0.942,0.341,0.183,128.003,audio_features,1M0hRg4ccFGMqi00ITrxNv,spotify:track:1M0hRg4ccFGMqi00ITrxNv,https://api.spotify.com/v1/tracks/1M0hRg4ccFGMqi00ITrxNv,https://api.spotify.com/v1/audio-analysis/1M0hRg4ccFGMqi00ITrxNv,165000,4,Quintino,Switch Back,6
826,0.704,0.745,11,-7.664,0,0.0448,0.00135,0.741,0.234,0.0511,128.002,audio_features,1w8DxFHDDInmn5TovLKKrW,spotify:track:1w8DxFHDDInmn5TovLKKrW,https://api.spotify.com/v1/tracks/1w8DxFHDDInmn5TovLKKrW,https://api.spotify.com/v1/audio-analysis/1w8DxFHDDInmn5TovLKKrW,183750,4,David Guetta & MORTEN & Lovespeake,Save My Life (feat. Lovespeake),2
827,0.563,0.81,2,-2.923,1,0.0525,0.00512,0.0,0.11,0.47,129.978,audio_features,42iaZygYmdyZomAtvPoxG1,spotify:track:42iaZygYmdyZomAtvPoxG1,https://api.spotify.com/v1/tracks/42iaZygYmdyZomAtvPoxG1,https://api.spotify.com/v1/audio-analysis/42iaZygYmdyZomAtvPoxG1,247385,4,ILLENIUM & Jon Bellion & Tiësto,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],6
829,0.709,0.7,1,-4.834,1,0.0746,0.00171,0.0155,0.711,0.397,145.04,audio_features,0Uhbn8GeomTRkkVAapjM4Z,spotify:track:0Uhbn8GeomTRkkVAapjM4Z,https://api.spotify.com/v1/tracks/0Uhbn8GeomTRkkVAapjM4Z,https://api.spotify.com/v1/audio-analysis/0Uhbn8GeomTRkkVAapjM4Z,162375,4,Wuki & Smokepurpp,Birdz (with Smokepurpp),6
830,0.75,0.95,1,-2.938,1,0.194,0.077,0.000332,0.161,0.623,81.019,audio_features,3syIqcdNRjbFcWkEMRRT1d,spotify:track:3syIqcdNRjbFcWkEMRRT1d,https://api.spotify.com/v1/tracks/3syIqcdNRjbFcWkEMRRT1d,https://api.spotify.com/v1/audio-analysis/3syIqcdNRjbFcWkEMRRT1d,186667,4,AUDREY NUNA & DJ Snake,damn Right Pt. 2,3
831,0.794,0.756,5,-7.16,0,0.136,0.11,0.0,0.247,0.775,123.066,audio_features,4DuUwzP4ALMqpquHU0ltAB,spotify:track:4DuUwzP4ALMqpquHU0ltAB,https://api.spotify.com/v1/tracks/4DuUwzP4ALMqpquHU0ltAB,https://api.spotify.com/v1/audio-analysis/4DuUwzP4ALMqpquHU0ltAB,156498,4,Jack Harlow,Tyler Herro,1
832,0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,audio_features,5JqZ3oqF00jkT81foAFvqg,spotify:track:5JqZ3oqF00jkT81foAFvqg,https://api.spotify.com/v1/tracks/5JqZ3oqF00jkT81foAFvqg,https://api.spotify.com/v1/audio-analysis/5JqZ3oqF00jkT81foAFvqg,169333,4,Miley Cyrus & Dua Lipa,Prisoner (feat. Dua Lipa),1
833,0.656,0.788,3,-4.531,0,0.0525,0.0579,0.0642,0.144,0.403,125.008,audio_features,2jSVBVxFFQY15Ce0V8HUH9,spotify:track:2jSVBVxFFQY15Ce0V8HUH9,https://api.spotify.com/v1/tracks/2jSVBVxFFQY15Ce0V8HUH9,https://api.spotify.com/v1/audio-analysis/2jSVBVxFFQY15Ce0V8HUH9,145941,4,Timmy Trumpet & Lovespeake,Another Level (ft. Lovespeake),6
834,0.959,0.508,2,-7.857,1,0.257,0.144,9.82e-05,0.136,0.346,107.998,audio_features,3AMxuq6id3YGB57eWeheZQ,spotify:track:3AMxuq6id3YGB57eWeheZQ,https://api.spotify.com/v1/tracks/3AMxuq6id3YGB57eWeheZQ,https://api.spotify.com/v1/audio-analysis/3AMxuq6id3YGB57eWeheZQ,201960,4,Young T & Bugsey & DaBaby,Don't Rush (feat. DaBaby),3
835,0.618,0.758,8,-7.996,1,0.0336,0.0087,0.102,0.147,0.144,120.987,audio_features,5bFuHlXKw66Uu2cHKn5bf8,spotify:track:5bFuHlXKw66Uu2cHKn5bf8,https://api.spotify.com/v1/tracks/5bFuHlXKw66Uu2cHKn5bf8,https://api.spotify.com/v1/audio-analysis/5bFuHlXKw66Uu2cHKn5bf8,197389,4,Zeds Dead & MKLA,Alive,2
836,0.678,0.877,2,-7.007,0,0.0496,0.0226,0.00943,0.193,0.119,124.995,audio_features,0NQNJDRlvB1x4NzbapbcIg,spotify:track:0NQNJDRlvB1x4NzbapbcIg,https://api.spotify.com/v1/tracks/0NQNJDRlvB1x4NzbapbcIg,https://api.spotify.com/v1/audio-analysis/0NQNJDRlvB1x4NzbapbcIg,142000,4,Cat Dealers & Guz Zanotto & Moore,Save Me Now,6
837,0.529,0.981,1,-1.293,1,0.134,0.00217,0.0207,0.495,0.447,155.073,audio_features,52wqMbmCqeTw37jd4zFAWr,spotify:track:52wqMbmCqeTw37jd4zFAWr,https://api.spotify.com/v1/tracks/52wqMbmCqeTw37jd4zFAWr,https://api.spotify.com/v1/audio-analysis/52wqMbmCqeTw37jd4zFAWr,199742,4,DJ Snake & Valentino Khan,Trust Nobody - Valentino Khan Remix,6
838,0.742,0.888,6,-5.058,1,0.107,0.0237,3.57e-06,0.24,0.692,101.994,audio_features,45L9CK9Zis1QM4LlkGpX9B,spotify:track:45L9CK9Zis1QM4LlkGpX9B,https://api.spotify.com/v1/tracks/45L9CK9Zis1QM4LlkGpX9B,https://api.spotify.com/v1/audio-analysis/45L9CK9Zis1QM4LlkGpX9B,182941,4,Faydee & TM Bax & Pav Dharia,YE YE,2
839,0.902,0.669,1,-5.049,1,0.457,0.161,0.0,0.0728,0.628,139.949,audio_features,0cu0rhnlCnJ7JIeHRiLpj3,spotify:track:0cu0rhnlCnJ7JIeHRiLpj3,https://api.spotify.com/v1/tracks/0cu0rhnlCnJ7JIeHRiLpj3,https://api.spotify.com/v1/audio-analysis/0cu0rhnlCnJ7JIeHRiLpj3,112547,4,DaBaby,Ball If I Want To,3
840,0.577,0.978,1,-4.002,1,0.0466,0.000355,0.391,0.335,0.143,124.997,audio_features,3E5Go2swucT0A6NmqOEChM,spotify:track:3E5Go2swucT0A6NmqOEChM,https://api.spotify.com/v1/tracks/3E5Go2swucT0A6NmqOEChM,https://api.spotify.com/v1/audio-analysis/3E5Go2swucT0A6NmqOEChM,204480,4,3LAU,Apocalyptic,6
841,0.596,0.911,2,-3.223,1,0.0617,0.0176,0.0478,0.11,0.0668,126.195,audio_features,2DZo11WxbA7svfPb0zVJqu,spotify:track:2DZo11WxbA7svfPb0zVJqu,https://api.spotify.com/v1/tracks/2DZo11WxbA7svfPb0zVJqu,https://api.spotify.com/v1/audio-analysis/2DZo11WxbA7svfPb0zVJqu,205714,4,Don Diablo,Invincible,6
842,0.819,0.814,10,-3.44,0,0.0382,0.00033,0.328,0.0644,0.464,125.965,audio_features,2hcqLu8Hhu2yJd5h4T4WDf,spotify:track:2hcqLu8Hhu2yJd5h4T4WDf,https://api.spotify.com/v1/tracks/2hcqLu8Hhu2yJd5h4T4WDf,https://api.spotify.com/v1/audio-analysis/2hcqLu8Hhu2yJd5h4T4WDf,152415,4,Marshmello & Nitti Gritti & Megan Thee Stallion,Bad Bitches (feat. Megan Thee Stallion),2
844,0.7,0.782,3,-4.631,1,0.0542,0.449,0.0,0.143,0.68,124.969,audio_features,5FDdviWQzhw7NWH2TiDl9d,spotify:track:5FDdviWQzhw7NWH2TiDl9d,https://api.spotify.com/v1/tracks/5FDdviWQzhw7NWH2TiDl9d,https://api.spotify.com/v1/audio-analysis/5FDdviWQzhw7NWH2TiDl9d,169901,4,Sonny Fodera & Just Kiddin & Lilly Ahlberg,Closer (feat. Lilly Ahlberg),1
845,0.749,0.82,7,-6.114,1,0.0478,0.0205,0.000685,0.0775,0.534,120.066,audio_features,3DTqHfTGj1c6y2gDXsTez4,spotify:track:3DTqHfTGj1c6y2gDXsTez4,https://api.spotify.com/v1/tracks/3DTqHfTGj1c6y2gDXsTez4,https://api.spotify.com/v1/audio-analysis/3DTqHfTGj1c6y2gDXsTez4,197573,4,RAYE & Rudimental,Regardless,2
846,0.516,0.734,9,-5.59,0,0.0496,0.0076,0.000136,0.088,0.0386,75.012,audio_features,4SGCk2NRPEueHeupJiIdy4,spotify:track:4SGCk2NRPEueHeupJiIdy4,https://api.spotify.com/v1/tracks/4SGCk2NRPEueHeupJiIdy4,https://api.spotify.com/v1/audio-analysis/4SGCk2NRPEueHeupJiIdy4,174283,4,Papa Khan,Rain,7
847,0.55,0.858,6,-2.58,1,0.0357,0.041,0.199,0.0562,0.577,145.169,audio_features,6btkdvumrTmcFzy3oFpZqS,spotify:track:6btkdvumrTmcFzy3oFpZqS,https://api.spotify.com/v1/tracks/6btkdvumrTmcFzy3oFpZqS,https://api.spotify.com/v1/audio-analysis/6btkdvumrTmcFzy3oFpZqS,271749,4,Ookay & Flux Pavilion,Thief - Flux Pavilion Remix,5
848,0.781,0.594,0,-6.959,0,0.0485,0.0136,0.0,0.162,0.0628,129.895,audio_features,3aQem4jVGdhtg116TmJnHz,spotify:track:3aQem4jVGdhtg116TmJnHz,https://api.spotify.com/v1/tracks/3aQem4jVGdhtg116TmJnHz,https://api.spotify.com/v1/audio-analysis/3aQem4jVGdhtg116TmJnHz,178154,4,Drake,What’s Next,6
849,0.846,0.637,9,-7.388,0,0.037,0.0219,0.000826,0.0636,0.557,120.997,audio_features,2VveodsDiyIi3zcYMDgRx1,spotify:track:2VveodsDiyIi3zcYMDgRx1,https://api.spotify.com/v1/tracks/2VveodsDiyIi3zcYMDgRx1,https://api.spotify.com/v1/audio-analysis/2VveodsDiyIi3zcYMDgRx1,218294,4,Lilly Ahlberg,Young Forever,2
850,0.639,0.631,5,-10.686,0,0.033,0.00833,0.146,0.119,0.197,121.968,audio_features,3SXRZuCEGbbxsPiHyqwWuG,spotify:track:3SXRZuCEGbbxsPiHyqwWuG,https://api.spotify.com/v1/tracks/3SXRZuCEGbbxsPiHyqwWuG,https://api.spotify.com/v1/audio-analysis/3SXRZuCEGbbxsPiHyqwWuG,177598,4,Anabel Englund & MK,Underwater,6
851,0.581,0.933,4,-2.727,0,0.545,0.259,4.91e-05,0.57,0.364,149.961,audio_features,1p1BnWMlKwG8u5n8n8uZSg,spotify:track:1p1BnWMlKwG8u5n8n8uZSg,https://api.spotify.com/v1/tracks/1p1BnWMlKwG8u5n8n8uZSg,https://api.spotify.com/v1/audio-analysis/1p1BnWMlKwG8u5n8n8uZSg,244877,4,JOYRYDE & Fze,FOCUS,3
852,0.612,0.982,6,-2.984,0,0.0496,0.00618,0.433,0.274,0.175,128.122,audio_features,1pUTByFRmxwuFIl18NpUB8,spotify:track:1pUTByFRmxwuFIl18NpUB8,https://api.spotify.com/v1/tracks/1pUTByFRmxwuFIl18NpUB8,https://api.spotify.com/v1/audio-analysis/1pUTByFRmxwuFIl18NpUB8,162187,4,MATTN & Klaas,The Logical Song,6
853,0.696,0.921,5,-4.283,1,0.0424,0.0947,1.85e-05,0.159,0.721,123.988,audio_features,4VhdCS7iCaYM81NZaeA72I,spotify:track:4VhdCS7iCaYM81NZaeA72I,https://api.spotify.com/v1/tracks/4VhdCS7iCaYM81NZaeA72I,https://api.spotify.com/v1/audio-analysis/4VhdCS7iCaYM81NZaeA72I,190955,4,Joel Corry,Lonely,1
854,0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,audio_features,2USlegnFJLrVLpoVfPimKB,spotify:track:2USlegnFJLrVLpoVfPimKB,https://api.spotify.com/v1/tracks/2USlegnFJLrVLpoVfPimKB,https://api.spotify.com/v1/audio-analysis/2USlegnFJLrVLpoVfPimKB,160000,3,Gabry Ponte & LUM!X & Prezioso,Thunder,6
855,0.72,0.858,0,-5.657,1,0.0314,0.000307,0.692,0.0932,0.565,124.001,audio_features,3hbi5zXAgQt0Z9V5JSOnCe,spotify:track:3hbi5zXAgQt0Z9V5JSOnCe,https://api.spotify.com/v1/tracks/3hbi5zXAgQt0Z9V5JSOnCe,https://api.spotify.com/v1/audio-analysis/3hbi5zXAgQt0Z9V5JSOnCe,184839,4,Dubdogz & JØRD,Everybody Wants To Party,1
856,0.741,0.893,0,-4.832,0,0.221,0.144,0.0,0.311,0.763,125.971,audio_features,3w11aMZLqp0Wx7viPz0bjc,spotify:track:3w11aMZLqp0Wx7viPz0bjc,https://api.spotify.com/v1/tracks/3w11aMZLqp0Wx7viPz0bjc,https://api.spotify.com/v1/audio-analysis/3w11aMZLqp0Wx7viPz0bjc,147143,4,BODYWORX & MOTi,The Squat Song (with MOTi),3
857,0.794,0.633,7,-8.97,1,0.182,0.16,1.47e-05,0.152,0.323,127.97,audio_features,7qERcHhtCTltMIGZl4nmYp,spotify:track:7qERcHhtCTltMIGZl4nmYp,https://api.spotify.com/v1/tracks/7qERcHhtCTltMIGZl4nmYp,https://api.spotify.com/v1/audio-analysis/7qERcHhtCTltMIGZl4nmYp,228750,4,Bassboy & Sâlo,With Me (feat. Sâlo),3
858,0.648,0.939,1,-3.818,0,0.343,0.0223,6.18e-05,0.163,0.277,150.061,audio_features,3iLmFedCb8sGWtLbXbY8go,spotify:track:3iLmFedCb8sGWtLbXbY8go,https://api.spotify.com/v1/tracks/3iLmFedCb8sGWtLbXbY8go,https://api.spotify.com/v1/audio-analysis/3iLmFedCb8sGWtLbXbY8go,147200,4,Bear Grillz & Riot Ten & Bok Nero,Run It (feat. Bok Nero),3
859,0.868,0.634,4,-6.122,0,0.212,0.0493,0.000383,0.085,0.352,120.949,audio_features,0FXEr1tdiBcLsnLSG8ol2l,spotify:track:0FXEr1tdiBcLsnLSG8ol2l,https://api.spotify.com/v1/tracks/0FXEr1tdiBcLsnLSG8ol2l,https://api.spotify.com/v1/audio-analysis/0FXEr1tdiBcLsnLSG8ol2l,140631,4,Feder & Ofenbach & Dawty Music,Call Me Papi (feat. Dawty Music),3
860,0.785,0.721,8,-5.457,1,0.0506,0.0149,0.00432,0.285,0.894,121.962,audio_features,2Wo6QQD1KMDWeFkkjLqwx5,spotify:track:2Wo6QQD1KMDWeFkkjLqwx5,https://api.spotify.com/v1/tracks/2Wo6QQD1KMDWeFkkjLqwx5,https://api.spotify.com/v1/audio-analysis/2Wo6QQD1KMDWeFkkjLqwx5,176219,4,SAINt JHN & Imanbek,Roses - Imanbek Remix,2
861,0.377,0.895,8,-2.467,1,0.0476,0.000408,0.000647,0.607,0.449,75.108,audio_features,0c5nqQNIH07Lh16AOjqEPQ,spotify:track:0c5nqQNIH07Lh16AOjqEPQ,https://api.spotify.com/v1/tracks/0c5nqQNIH07Lh16AOjqEPQ,https://api.spotify.com/v1/audio-analysis/0c5nqQNIH07Lh16AOjqEPQ,166812,4,W&W & AXMO & Giin,Skydance,2
862,0.811,0.888,1,-5.735,1,0.263,0.0547,0.92,0.277,0.219,125.984,audio_features,7tQcHPmcQ22XiCW9Qz0nfT,spotify:track:7tQcHPmcQ22XiCW9Qz0nfT,https://api.spotify.com/v1/tracks/7tQcHPmcQ22XiCW9Qz0nfT,https://api.spotify.com/v1/audio-analysis/7tQcHPmcQ22XiCW9Qz0nfT,160000,4,Dr. Fresch & Marten Hørger,Take A Step Back,3
864,0.707,0.866,1,-4.097,1,0.0707,0.0772,0.000698,0.0841,0.277,95.932,audio_features,4KIoBpLdHX7nERPfDROJWR,spotify:track:4KIoBpLdHX7nERPfDROJWR,https://api.spotify.com/v1/tracks/4KIoBpLdHX7nERPfDROJWR,https://api.spotify.com/v1/audio-analysis/4KIoBpLdHX7nERPfDROJWR,177500,4,Krewella & NERVO & Raja Kumari,Goddess,6
865,0.7,0.958,1,-2.729,1,0.054,0.00264,0.00704,0.18,0.163,127.893,audio_features,3iQNkoYyr2SffgYiTpE3v5,spotify:track:3iQNkoYyr2SffgYiTpE3v5,https://api.spotify.com/v1/tracks/3iQNkoYyr2SffgYiTpE3v5,https://api.spotify.com/v1/audio-analysis/3iQNkoYyr2SffgYiTpE3v5,190729,4,Brooks & Julian Jordan,Without You,6
866,0.588,0.8,0,-7.875,0,0.0377,0.00782,0.000819,0.289,0.263,124.001,audio_features,4DBLAy03Xk88LOVtrOQ1RD,spotify:track:4DBLAy03Xk88LOVtrOQ1RD,https://api.spotify.com/v1/tracks/4DBLAy03Xk88LOVtrOQ1RD,https://api.spotify.com/v1/audio-analysis/4DBLAy03Xk88LOVtrOQ1RD,189677,4,Tiësto & Vintage Culture,Coffee (Give Me Something),6
867,0.697,0.965,9,-3.126,1,0.0976,0.0165,0.412,0.263,0.249,127.972,audio_features,4BGdsEktsCbCvIlg6kw3YP,spotify:track:4BGdsEktsCbCvIlg6kw3YP,https://api.spotify.com/v1/tracks/4BGdsEktsCbCvIlg6kw3YP,https://api.spotify.com/v1/audio-analysis/4BGdsEktsCbCvIlg6kw3YP,121981,4,Afrojack & SAYMYNAME,Hot,2
868,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,audio_features,57BGVV6wcyhbn3hsjlqEZB,spotify:track:57BGVV6wcyhbn3hsjlqEZB,https://api.spotify.com/v1/tracks/57BGVV6wcyhbn3hsjlqEZB,https://api.spotify.com/v1/audio-analysis/57BGVV6wcyhbn3hsjlqEZB,135747,5,Pop Smoke,Element,3
869,0.54,0.892,11,-4.985,1,0.11,0.233,9.35e-05,0.195,0.152,106.594,audio_features,6L5eyrIlO6GkRJAdqQEThe,spotify:track:6L5eyrIlO6GkRJAdqQEThe,https://api.spotify.com/v1/tracks/6L5eyrIlO6GkRJAdqQEThe,https://api.spotify.com/v1/audio-analysis/6L5eyrIlO6GkRJAdqQEThe,153304,3,Timmy Trumpet & Gabry Ponte,Mad World,2
