index,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist,song_name,cluster
0,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98,audio_features,4u4NyuceXP7Uzh7XFJKCr1,spotify:track:4u4NyuceXP7Uzh7XFJKCr1,https://api.spotify.com/v1/tracks/4u4NyuceXP7Uzh7XFJKCr1,https://api.spotify.com/v1/audio-analysis/4u4NyuceXP7Uzh7XFJKCr1,170813,4,Justin Bieber,Hold On,6
1,0.333,0.637,1,-4.904,0,0.0581,0.131,1.8e-05,0.149,0.132,139.898,audio_features,5KCbr5ndeby4y4ggthdiAb,spotify:track:5KCbr5ndeby4y4ggthdiAb,https://api.spotify.com/v1/tracks/5KCbr5ndeby4y4ggthdiAb,https://api.spotify.com/v1/audio-analysis/5KCbr5ndeby4y4ggthdiAb,172693,4,Shawn Mendes,Wonder,6
2,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,audio_features,6fRxMU4LWwyaSSowV441IU,spotify:track:6fRxMU4LWwyaSSowV441IU,https://api.spotify.com/v1/tracks/6fRxMU4LWwyaSSowV441IU,https://api.spotify.com/v1/audio-analysis/6fRxMU4LWwyaSSowV441IU,227395,4,Maroon 5 & Megan Thee Stallion,Beautiful Mistakes (feat. Megan Thee Stallion),2
3,0.748,0.551,11,-6.12,1,0.0349,0.235,0.0,0.119,0.66,103.953,audio_features,472vIK1ldetTxRxG3ovaiY,spotify:track:472vIK1ldetTxRxG3ovaiY,https://api.spotify.com/v1/tracks/472vIK1ldetTxRxG3ovaiY,https://api.spotify.com/v1/audio-analysis/472vIK1ldetTxRxG3ovaiY,144533,4,Dan + Shay,Glad You Exist,2
4,0.595,0.759,11,-4.245,0,0.0423,0.141,0.0,0.172,0.515,80.953,audio_features,5zqObw7wjBgL9TDiAymxPn,spotify:track:5zqObw7wjBgL9TDiAymxPn,https://api.spotify.com/v1/tracks/5zqObw7wjBgL9TDiAymxPn,https://api.spotify.com/v1/audio-analysis/5zqObw7wjBgL9TDiAymxPn,163733,4,Anne-Marie & Niall Horan,Our Song,2
5,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,audio_features,4qu63nuBpdn0qHUHuObEj1,spotify:track:4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/tracks/4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/audio-analysis/4qu63nuBpdn0qHUHuObEj1,154983,4,Marshmello & Jonas Brothers,Leave Before You Love Me (with Jonas Brothers),2
6,0.542,0.412,1,-6.822,1,0.0411,0.0421,2.03e-06,0.0884,0.284,130.203,audio_features,716eVtciaJCtTcaknS3QXr,spotify:track:716eVtciaJCtTcaknS3QXr,https://api.spotify.com/v1/tracks/716eVtciaJCtTcaknS3QXr,https://api.spotify.com/v1/audio-analysis/716eVtciaJCtTcaknS3QXr,164203,5,Ben Platt,imagine,6
7,0.619,0.736,11,-7.651,1,0.0425,0.0328,0.0,0.0864,0.299,93.993,audio_features,0ohcCrxZkBfFbkuRPOZQZX,spotify:track:0ohcCrxZkBfFbkuRPOZQZX,https://api.spotify.com/v1/tracks/0ohcCrxZkBfFbkuRPOZQZX,https://api.spotify.com/v1/audio-analysis/0ohcCrxZkBfFbkuRPOZQZX,208600,4,LANY,dancing in the kitchen,2
8,0.957,0.365,8,-7.632,1,0.0512,0.207,0.0,0.132,0.355,107.967,audio_features,0x0yttxnfoqFUYL1UB3Ckh,spotify:track:0x0yttxnfoqFUYL1UB3Ckh,https://api.spotify.com/v1/tracks/0x0yttxnfoqFUYL1UB3Ckh,https://api.spotify.com/v1/audio-analysis/0x0yttxnfoqFUYL1UB3Ckh,144360,4,John K & Kelsea Ballerini,if we never met (feat. Kelsea Ballerini),2
9,0.7,0.613,11,-4.041,1,0.0408,0.385,0.0,0.0887,0.42,88.084,audio_features,7eQHxigpuDJjCG50JyzU8v,spotify:track:7eQHxigpuDJjCG50JyzU8v,https://api.spotify.com/v1/tracks/7eQHxigpuDJjCG50JyzU8v,https://api.spotify.com/v1/audio-analysis/7eQHxigpuDJjCG50JyzU8v,191250,4,MAX & Ali Gatie,Butterflies,2
10,0.646,0.487,7,-8.262,1,0.0404,0.16,0.0,0.155,0.221,126.931,audio_features,6q0nQKF0fNb34ntUUE4p9b,spotify:track:6q0nQKF0fNb34ntUUE4p9b,https://api.spotify.com/v1/tracks/6q0nQKF0fNb34ntUUE4p9b,https://api.spotify.com/v1/audio-analysis/6q0nQKF0fNb34ntUUE4p9b,194890,4,Sam Fischer & Demi Lovato,What Other People Say,2
11,0.776,0.808,11,-4.501,1,0.117,0.0297,0.000127,0.103,0.494,123.988,audio_features,0z8hI3OPS8ADPWtoCjjLl6,spotify:track:0z8hI3OPS8ADPWtoCjjLl6,https://api.spotify.com/v1/tracks/0z8hI3OPS8ADPWtoCjjLl6,https://api.spotify.com/v1/audio-analysis/0z8hI3OPS8ADPWtoCjjLl6,184104,4,Shawn Mendes & Tainy,Summer of Love (Shawn Mendes & Tainy),2
12,0.783,0.435,7,-7.78,1,0.0588,0.282,0.0,0.0833,0.512,106.974,audio_features,31sSFHIe4NaxltVFOEIcTa,spotify:track:31sSFHIe4NaxltVFOEIcTa,https://api.spotify.com/v1/tracks/31sSFHIe4NaxltVFOEIcTa,https://api.spotify.com/v1/audio-analysis/31sSFHIe4NaxltVFOEIcTa,210220,4,Tate McRae & Khalid,working,2
13,0.695,0.656,1,-6.038,1,0.0489,0.057,0.0,0.267,0.346,90.986,audio_features,5Ne1q9Hv3l2NHBA3Agt8WT,spotify:track:5Ne1q9Hv3l2NHBA3Agt8WT,https://api.spotify.com/v1/tracks/5Ne1q9Hv3l2NHBA3Agt8WT,https://api.spotify.com/v1/audio-analysis/5Ne1q9Hv3l2NHBA3Agt8WT,213842,4,Surfaces,Wave of You,6
14,0.439,0.61,9,-7.236,1,0.116,0.593,1.07e-05,0.341,0.172,181.088,audio_features,61KpQadow081I2AsbeLcsb,spotify:track:61KpQadow081I2AsbeLcsb,https://api.spotify.com/v1/tracks/61KpQadow081I2AsbeLcsb,https://api.spotify.com/v1/audio-analysis/61KpQadow081I2AsbeLcsb,215508,4,Olivia Rodrigo,deja vu,4
15,0.721,0.277,1,-7.128,1,0.0365,0.634,0.0,0.112,0.309,131.935,audio_features,5ovVcYo2MvjVydFwFyaaqy,spotify:track:5ovVcYo2MvjVydFwFyaaqy,https://api.spotify.com/v1/tracks/5ovVcYo2MvjVydFwFyaaqy,https://api.spotify.com/v1/audio-analysis/5ovVcYo2MvjVydFwFyaaqy,171827,4,Dan + Shay,I Should Probably Go To Bed,6
16,0.722,0.588,6,-5.932,1,0.0544,0.0319,0.0,0.183,0.59,134.01,audio_features,1diS6nkxMQc3wwC4G1j0bh,spotify:track:1diS6nkxMQc3wwC4G1j0bh,https://api.spotify.com/v1/tracks/1diS6nkxMQc3wwC4G1j0bh,https://api.spotify.com/v1/audio-analysis/1diS6nkxMQc3wwC4G1j0bh,165507,4,Dua Lipa,We're Good,2
17,0.655,0.469,0,-6.257,1,0.0292,0.173,0.0,0.0956,0.467,92.56,audio_features,1EHUQesfVKwbthtNcpBi9g,spotify:track:1EHUQesfVKwbthtNcpBi9g,https://api.spotify.com/v1/tracks/1EHUQesfVKwbthtNcpBi9g,https://api.spotify.com/v1/audio-analysis/1EHUQesfVKwbthtNcpBi9g,161385,4,The Kid LAROI & Miley Cyrus,WITHOUT YOU (with Miley Cyrus),6
18,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,audio_features,6bQfNiqyCX7UaQSvVVGo4I,spotify:track:6bQfNiqyCX7UaQSvVVGo4I,https://api.spotify.com/v1/tracks/6bQfNiqyCX7UaQSvVVGo4I,https://api.spotify.com/v1/audio-analysis/6bQfNiqyCX7UaQSvVVGo4I,207853,4,Ed Sheeran,Shivers,1
19,0.669,0.629,1,-5.018,0,0.0803,0.217,0.0,0.366,0.294,110.865,audio_features,6nACZEZIt1CIBmF09r5Pb5,spotify:track:6nACZEZIt1CIBmF09r5Pb5,https://api.spotify.com/v1/tracks/6nACZEZIt1CIBmF09r5Pb5,https://api.spotify.com/v1/audio-analysis/6nACZEZIt1CIBmF09r5Pb5,178222,4,Jonas Brothers,Remember This,6
20,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,5HCyWlXZPP0y6Gqq8TgA20,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/tracks/5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/audio-analysis/5HCyWlXZPP0y6Gqq8TgA20,141806,4,The Kid LAROI & Justin Bieber,STAY (with Justin Bieber),6
21,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,audio_features,27NovPIUIRrOZoCHxABJwK,spotify:track:27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/tracks/27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/audio-analysis/27NovPIUIRrOZoCHxABJwK,212000,4,Lil Nas X & Jack Harlow,INDUSTRY BABY (feat. Jack Harlow),1
22,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,3USxtqRwSYz57Ewm6wWRMp,spotify:track:3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/audio-analysis/3USxtqRwSYz57Ewm6wWRMp,238805,4,Glass Animals,Heat Waves,2
24,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,audio_features,6Uj1ctrBOjOas8xZXGqKk4,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,https://api.spotify.com/v1/tracks/6Uj1ctrBOjOas8xZXGqKk4,https://api.spotify.com/v1/audio-analysis/6Uj1ctrBOjOas8xZXGqKk4,172627,4,Doja Cat,Woman,1
25,0.767,0.438,7,-8.726,0,0.29,0.181,0.0,0.142,0.381,86.975,audio_features,37Nqx7iavZpotJSDXZWbJ3,spotify:track:37Nqx7iavZpotJSDXZWbJ3,https://api.spotify.com/v1/tracks/37Nqx7iavZpotJSDXZWbJ3,https://api.spotify.com/v1/audio-analysis/37Nqx7iavZpotJSDXZWbJ3,221980,4,Drake & Lil Baby,Girls Want Girls (with Lil Baby),3
26,0.587,0.561,0,-6.569,1,0.146,0.0466,0.0,0.109,0.351,80.009,audio_features,0RbW8kWozrVSIGb4V13o0o,spotify:track:0RbW8kWozrVSIGb4V13o0o,https://api.spotify.com/v1/tracks/0RbW8kWozrVSIGb4V13o0o,https://api.spotify.com/v1/audio-analysis/0RbW8kWozrVSIGb4V13o0o,243187,4,Kanye West,Hurricane,6
27,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,audio_features,5fwSHlTEWpluwOM0Sxnh5k,spotify:track:5fwSHlTEWpluwOM0Sxnh5k,https://api.spotify.com/v1/tracks/5fwSHlTEWpluwOM0Sxnh5k,https://api.spotify.com/v1/audio-analysis/5fwSHlTEWpluwOM0Sxnh5k,287120,4,Farruko,Pepas,5
28,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,audio_features,3Wrjm47oTz2sjIgck11l5e,spotify:track:3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/tracks/3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/audio-analysis/3Wrjm47oTz2sjIgck11l5e,211560,4,Måneskin,Beggin',2
29,0.556,0.661,6,-5.052,0,0.204,0.3,0.0,0.101,0.668,168.56,audio_features,6PERP62TejQjgHu81OHxgM,spotify:track:6PERP62TejQjgHu81OHxgM,https://api.spotify.com/v1/tracks/6PERP62TejQjgHu81OHxgM,https://api.spotify.com/v1/audio-analysis/6PERP62TejQjgHu81OHxgM,178148,4,Olivia Rodrigo,good 4 u,3
30,0.808,0.897,11,-3.712,0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,audio_features,6PQ88X9TkUIAUIZJHW2upE,spotify:track:6PQ88X9TkUIAUIZJHW2upE,https://api.spotify.com/v1/tracks/6PQ88X9TkUIAUIZJHW2upE,https://api.spotify.com/v1/audio-analysis/6PQ88X9TkUIAUIZJHW2upE,231041,4,Ed Sheeran,Bad Habits,2
31,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,audio_features,3Vi5XqYrmQgOYBajMWSvCi,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/tracks/3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/audio-analysis/3Vi5XqYrmQgOYBajMWSvCi,210560,4,Doja Cat,Need To Know,6
32,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,audio_features,40iJIUlhi6renaREYGeIDS,spotify:track:40iJIUlhi6renaREYGeIDS,https://api.spotify.com/v1/tracks/40iJIUlhi6renaREYGeIDS,https://api.spotify.com/v1/audio-analysis/40iJIUlhi6renaREYGeIDS,291175,4,Drake & Travis Scott,Fair Trade (with Travis Scott),3
33,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,audio_features,3BZEcbdtXQSo7OrvKRJ6mb,spotify:track:3BZEcbdtXQSo7OrvKRJ6mb,https://api.spotify.com/v1/tracks/3BZEcbdtXQSo7OrvKRJ6mb,https://api.spotify.com/v1/audio-analysis/3BZEcbdtXQSo7OrvKRJ6mb,137876,4,Lil Nas X,MONTERO (Call Me By Your Name),2
34,0.334,0.599,0,-5.742,1,0.0365,0.0468,0.000392,0.205,0.127,161.74,audio_features,32BeYxKPrig1LefHsC0Xuo,spotify:track:32BeYxKPrig1LefHsC0Xuo,https://api.spotify.com/v1/tracks/32BeYxKPrig1LefHsC0Xuo,https://api.spotify.com/v1/audio-analysis/32BeYxKPrig1LefHsC0Xuo,151444,3,Billie Eilish,Happier Than Ever - Edit,6
35,0.748,0.74,8,-6.01,1,0.0484,0.0107,2.18e-05,0.101,0.518,121.004,audio_features,6OGogr19zPTM4BALXuMQpF,spotify:track:6OGogr19zPTM4BALXuMQpF,https://api.spotify.com/v1/tracks/6OGogr19zPTM4BALXuMQpF,https://api.spotify.com/v1/audio-analysis/6OGogr19zPTM4BALXuMQpF,220196,4,The Weeknd,Take My Breath,2
36,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,audio_features,6zSpb8dQRaw0M1dK8PBwQz,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,https://api.spotify.com/v1/tracks/6zSpb8dQRaw0M1dK8PBwQz,https://api.spotify.com/v1/audio-analysis/6zSpb8dQRaw0M1dK8PBwQz,202735,4,Elton John & Dua Lipa & PNAU,Cold Heart - PNAU Remix,1
37,0.829,0.512,6,-5.865,0,0.187,0.492,0.0,0.12,0.638,80.511,audio_features,4XvcHTUfIlWfyJTRG0aqlo,spotify:track:4XvcHTUfIlWfyJTRG0aqlo,https://api.spotify.com/v1/tracks/4XvcHTUfIlWfyJTRG0aqlo,https://api.spotify.com/v1/audio-analysis/4XvcHTUfIlWfyJTRG0aqlo,123987,4,Sleepy Hallow,2055,3
38,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,audio_features,748mdHapucXQri7IAO8yFK,spotify:track:748mdHapucXQri7IAO8yFK,https://api.spotify.com/v1/tracks/748mdHapucXQri7IAO8yFK,https://api.spotify.com/v1/audio-analysis/748mdHapucXQri7IAO8yFK,208867,4,Doja Cat & SZA,Kiss Me More (feat. SZA),2
39,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,audio_features,0bI7K9Becu2dtXK1Q3cZNB,spotify:track:0bI7K9Becu2dtXK1Q3cZNB,https://api.spotify.com/v1/tracks/0bI7K9Becu2dtXK1Q3cZNB,https://api.spotify.com/v1/audio-analysis/0bI7K9Becu2dtXK1Q3cZNB,140500,4,Tiësto & KAROL G,Don't Be Shy,2
40,0.705,0.809,5,-4.484,1,0.068,0.145,5.75e-05,0.216,0.508,107.21,audio_features,3Z9B9GQ2fFx4IRCG8bbWys,spotify:track:3Z9B9GQ2fFx4IRCG8bbWys,https://api.spotify.com/v1/tracks/3Z9B9GQ2fFx4IRCG8bbWys,https://api.spotify.com/v1/audio-analysis/3Z9B9GQ2fFx4IRCG8bbWys,218131,4,Tiwa Savage & Brandy,Somebody’s Son (Ft Brandy),2
41,0.666,0.796,10,-6.967,0,0.103,0.0492,0.0,0.0442,0.61,110.108,audio_features,1058fW9H3fZA6QjYCdOBad,spotify:track:1058fW9H3fZA6QjYCdOBad,https://api.spotify.com/v1/tracks/1058fW9H3fZA6QjYCdOBad,https://api.spotify.com/v1/audio-analysis/1058fW9H3fZA6QjYCdOBad,164842,4,Camila Cabello,Don't Go Yet,2
42,0.708,0.695,2,-5.911,1,0.0637,0.0826,0.0,0.0865,0.521,140.119,audio_features,0Iw6WyxOrleibC0j0fRJmk,spotify:track:0Iw6WyxOrleibC0j0fRJmk,https://api.spotify.com/v1/tracks/0Iw6WyxOrleibC0j0fRJmk,https://api.spotify.com/v1/audio-analysis/0Iw6WyxOrleibC0j0fRJmk,130447,4,Luísa Sonza,INTERE$$EIRA,6
43,0.732,0.673,10,-5.39,0,0.0415,0.573,0.0,0.123,0.676,97.509,audio_features,7uBlznv2TJpvjHCzY7K8wO,spotify:track:7uBlznv2TJpvjHCzY7K8wO,https://api.spotify.com/v1/tracks/7uBlznv2TJpvjHCzY7K8wO,https://api.spotify.com/v1/audio-analysis/7uBlznv2TJpvjHCzY7K8wO,182727,3,Mara Sattei,Scusa - prod. tha Supreme,2
44,0.638,0.651,6,-7.881,0,0.0714,0.612,2.66e-06,0.127,0.407,136.181,audio_features,6Qf9UJy2DJEKnLE5DAySiN,spotify:track:6Qf9UJy2DJEKnLE5DAySiN,https://api.spotify.com/v1/tracks/6Qf9UJy2DJEKnLE5DAySiN,https://api.spotify.com/v1/audio-analysis/6Qf9UJy2DJEKnLE5DAySiN,318238,4,Liniker,Baby 95,5
45,0.764,0.783,8,-5.1,0,0.0517,0.5,0.168,0.316,0.248,103.005,audio_features,4fvIO9UsmmJM2b8gWCzsOg,spotify:track:4fvIO9UsmmJM2b8gWCzsOg,https://api.spotify.com/v1/tracks/4fvIO9UsmmJM2b8gWCzsOg,https://api.spotify.com/v1/audio-analysis/4fvIO9UsmmJM2b8gWCzsOg,173427,4,Princesa Alba & DUDA BEAT,narcisa,2
46,0.878,0.434,6,-6.005,1,0.0838,0.0295,0.000734,0.069,0.594,92.951,audio_features,4lSbrjFmZNMIjXZzosSCHI,spotify:track:4lSbrjFmZNMIjXZzosSCHI,https://api.spotify.com/v1/tracks/4lSbrjFmZNMIjXZzosSCHI,https://api.spotify.com/v1/audio-analysis/4lSbrjFmZNMIjXZzosSCHI,201533,4,Amaal,Honey,2
47,0.714,0.761,0,-6.304,1,0.0584,0.00433,0.000115,0.288,0.417,100.035,audio_features,4RHifj6LEVUa7ckGqZ07ul,spotify:track:4RHifj6LEVUa7ckGqZ07ul,https://api.spotify.com/v1/tracks/4RHifj6LEVUa7ckGqZ07ul,https://api.spotify.com/v1/audio-analysis/4RHifj6LEVUa7ckGqZ07ul,170000,4,Jasmine Sokko & Hey Violet,CANNIBAL (feat. Hey Violet),6
48,0.659,0.69,8,-9.372,0,0.298,0.663,0.0,0.157,0.532,120.086,audio_features,5B2rTalh9FgvRftIZjmgbr,spotify:track:5B2rTalh9FgvRftIZjmgbr,https://api.spotify.com/v1/tracks/5B2rTalh9FgvRftIZjmgbr,https://api.spotify.com/v1/audio-analysis/5B2rTalh9FgvRftIZjmgbr,179577,4,Froukje,Niets Tussen,3
49,0.653,0.788,7,-4.79,1,0.0339,0.234,7.98e-05,0.191,0.55,140.042,audio_features,0P9Ae9w3C4A0SnNHvNPrMf,spotify:track:0P9Ae9w3C4A0SnNHvNPrMf,https://api.spotify.com/v1/tracks/0P9Ae9w3C4A0SnNHvNPrMf,https://api.spotify.com/v1/audio-analysis/0P9Ae9w3C4A0SnNHvNPrMf,197836,4,Alex Porat,taxi,2
50,0.61,0.761,2,-3.111,0,0.0432,0.0357,0.0,0.173,0.467,144.852,audio_features,4aS8OY1JsRSBKGfnAkIOZH,spotify:track:4aS8OY1JsRSBKGfnAkIOZH,https://api.spotify.com/v1/tracks/4aS8OY1JsRSBKGfnAkIOZH,https://api.spotify.com/v1/audio-analysis/4aS8OY1JsRSBKGfnAkIOZH,197413,4,SUNMI,You can't sit with us,6
51,0.697,0.132,6,-15.448,1,0.0426,0.915,1.32e-05,0.0874,0.191,121.971,audio_features,4EIgNpwboCulql0wqaxBOQ,spotify:track:4EIgNpwboCulql0wqaxBOQ,https://api.spotify.com/v1/tracks/4EIgNpwboCulql0wqaxBOQ,https://api.spotify.com/v1/audio-analysis/4EIgNpwboCulql0wqaxBOQ,228000,4,Vu Cat Tuong,The Old You - Unplugged,4
52,0.832,0.659,7,-4.697,1,0.113,0.365,7.2e-06,0.0378,0.491,97.987,audio_features,5ebVp3XJZM0rru4AUGLBMf,spotify:track:5ebVp3XJZM0rru4AUGLBMf,https://api.spotify.com/v1/tracks/5ebVp3XJZM0rru4AUGLBMf,https://api.spotify.com/v1/audio-analysis/5ebVp3XJZM0rru4AUGLBMf,190678,4,SOULFIA,Pantera,2
53,0.716,0.663,0,-7.808,0,0.0374,0.318,0.0,0.131,0.424,100.014,audio_features,39zqRoITcEvxUOQQ2ylsc1,spotify:track:39zqRoITcEvxUOQQ2ylsc1,https://api.spotify.com/v1/tracks/39zqRoITcEvxUOQQ2ylsc1,https://api.spotify.com/v1/audio-analysis/39zqRoITcEvxUOQQ2ylsc1,182000,4,Tamta,Hold On,6
54,0.514,0.707,6,-7.249,0,0.237,0.0103,5.98e-05,0.389,0.724,92.392,audio_features,0KGn1PDH5cqmD4B8GMVfae,spotify:track:0KGn1PDH5cqmD4B8GMVfae,https://api.spotify.com/v1/tracks/0KGn1PDH5cqmD4B8GMVfae,https://api.spotify.com/v1/audio-analysis/0KGn1PDH5cqmD4B8GMVfae,194715,4,CL,SPICY,3
55,0.645,0.883,4,-6.514,1,0.168,0.716,0.000259,0.106,0.109,133.92,audio_features,01XAVHIdfq8SNtZDplT0ZD,spotify:track:01XAVHIdfq8SNtZDplT0ZD,https://api.spotify.com/v1/tracks/01XAVHIdfq8SNtZDplT0ZD,https://api.spotify.com/v1/audio-analysis/01XAVHIdfq8SNtZDplT0ZD,227543,4,TSHA & NIMMO,OnlyL,6
56,0.564,0.588,7,-6.721,1,0.0524,0.576,0.00124,0.109,0.537,130.435,audio_features,7pRw8jLLLSlGw3Xhc7bYHK,spotify:track:7pRw8jLLLSlGw3Xhc7bYHK,https://api.spotify.com/v1/tracks/7pRw8jLLLSlGw3Xhc7bYHK,https://api.spotify.com/v1/audio-analysis/7pRw8jLLLSlGw3Xhc7bYHK,215480,4,Mon Laferte,Wish You Were Gay - Versión en Español - Spotify Singles,2
57,0.441,0.349,2,-12.377,1,0.0457,0.911,0.00182,0.111,0.288,85.877,audio_features,5lYYjW5NzOnDcBjnyIv8lv,spotify:track:5lYYjW5NzOnDcBjnyIv8lv,https://api.spotify.com/v1/tracks/5lYYjW5NzOnDcBjnyIv8lv,https://api.spotify.com/v1/audio-analysis/5lYYjW5NzOnDcBjnyIv8lv,207619,4,Ash Lune,Panic at the Party,0
58,0.93,0.837,7,-4.632,0,0.187,0.256,2.37e-06,0.239,0.821,111.898,audio_features,59L8x0xy8njj75vzVCPMqg,spotify:track:59L8x0xy8njj75vzVCPMqg,https://api.spotify.com/v1/tracks/59L8x0xy8njj75vzVCPMqg,https://api.spotify.com/v1/audio-analysis/59L8x0xy8njj75vzVCPMqg,158532,4,Becky G & El Alfa,Fulanito,3
59,0.323,0.144,3,-11.615,1,0.0309,0.918,2.7e-06,0.0935,0.105,97.818,audio_features,32NkTZiDYfBp7Cc5lUoe6N,spotify:track:32NkTZiDYfBp7Cc5lUoe6N,https://api.spotify.com/v1/tracks/32NkTZiDYfBp7Cc5lUoe6N,https://api.spotify.com/v1/audio-analysis/32NkTZiDYfBp7Cc5lUoe6N,240829,3,Kiana V & Jesse Barrera,Dazed,0
61,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,audio_features,31qCy5ZaophVA81wtlwLc4,spotify:track:31qCy5ZaophVA81wtlwLc4,https://api.spotify.com/v1/tracks/31qCy5ZaophVA81wtlwLc4,https://api.spotify.com/v1/audio-analysis/31qCy5ZaophVA81wtlwLc4,190779,4,Justin Bieber,Anyone,1
66,0.581,0.584,2,-4.928,1,0.284,0.0805,0.0,0.366,0.756,179.954,audio_features,6SGG5AxHShqSYiV9fCWpZz,spotify:track:6SGG5AxHShqSYiV9fCWpZz,https://api.spotify.com/v1/tracks/6SGG5AxHShqSYiV9fCWpZz,https://api.spotify.com/v1/audio-analysis/6SGG5AxHShqSYiV9fCWpZz,206046,4,Quinn XCII & Chelsea Cutler,Stay Next To Me (with Chelsea Cutler),3
67,0.743,0.832,5,-3.937,1,0.0611,0.161,0.0,0.0925,0.801,149.951,audio_features,3ddNKnYpVx0uI8vcwbTQ5Y,spotify:track:3ddNKnYpVx0uI8vcwbTQ5Y,https://api.spotify.com/v1/tracks/3ddNKnYpVx0uI8vcwbTQ5Y,https://api.spotify.com/v1/audio-analysis/3ddNKnYpVx0uI8vcwbTQ5Y,148847,4,Surfaces & Tai Verdes,Sheesh!,1
69,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919,audio_features,5u1n1kITHCxxp8twBcZxWy,spotify:track:5u1n1kITHCxxp8twBcZxWy,https://api.spotify.com/v1/tracks/5u1n1kITHCxxp8twBcZxWy,https://api.spotify.com/v1/audio-analysis/5u1n1kITHCxxp8twBcZxWy,212093,4,Justin Bieber & Chance the Rapper,Holy (feat. Chance The Rapper),3
70,0.668,0.563,11,-6.433,1,0.0522,0.0493,0.0,0.119,0.305,103.116,audio_features,1GkHyypTFkUf0QQKwYoXH4,spotify:track:1GkHyypTFkUf0QQKwYoXH4,https://api.spotify.com/v1/tracks/1GkHyypTFkUf0QQKwYoXH4,https://api.spotify.com/v1/audio-analysis/1GkHyypTFkUf0QQKwYoXH4,169632,4,benny blanco & Marshmello & Vance Joy,You (with Marshmello & Vance Joy),2
71,0.497,0.757,11,-4.189,1,0.127,0.0449,0.0,0.119,0.507,169.902,audio_features,6Skh3CBum0pZw9TOr7FQnX,spotify:track:6Skh3CBum0pZw9TOr7FQnX,https://api.spotify.com/v1/tracks/6Skh3CBum0pZw9TOr7FQnX,https://api.spotify.com/v1/audio-analysis/6Skh3CBum0pZw9TOr7FQnX,205165,4,Gryffin & Audrey Mika,Safe With Me (with Audrey Mika),2
72,0.805,0.515,4,-6.201,1,0.0915,0.223,0.0,0.238,0.488,124.969,audio_features,1jgu8MFTEGdL1wjw9gZj5y,spotify:track:1jgu8MFTEGdL1wjw9gZj5y,https://api.spotify.com/v1/tracks/1jgu8MFTEGdL1wjw9gZj5y,https://api.spotify.com/v1/audio-analysis/1jgu8MFTEGdL1wjw9gZj5y,178157,4,Tones And I,Fly Away,6
